,app_id,user_name,score,content,Polarity
13,com.kinetic.fit,RobMellon,5,"After quite a bit of research and some product testing I recently purchased my Kinetic Road Machine with Smart Control from Cape SeaSports Cyclery in Hyannis MA. I honestly could not be happier with my purchase decision. From out of box it took me less than 30 minutes to assemble the unit, mount my bike, download the Kinetic Fit app on my iPhone, and start riding - and trust me I’m not that mechanically inclined! Kudos for making a great indoor trainer that is solid, stable, quiet, and easy to use! My winter is going to be so much more fun!",0.30584415584415586
14,com.kinetic.fit,Mr. Luigi,3,"I have a Kinetic ""dumb"" fluid trainer and purchased the Kinetic inRide 3 Power Sensor to make my Kinetic fluid trainer ""smart."" My Apple Watch supplies the heart rate data to the Kinetic Fit app...at least that was the plan. The Kinetic Fit app  is unable to get heart rate metrics from the Apple Watch (cellular, 44mm, Gen. 4) despite showing the Watch is connected to the app. Kinetic Support says they need to update the app to fix this problem. The fix can't come to soon for me as I REALLY do not want to have to use a chest strap to supply heart rate data to the Kinetic Fit app.",0.013928571428571434
15,com.kinetic.fit,Tommy1234,1,"I have had my Kinetic Smart trainer for several years, using it over each winter.  More often than not, it DOESN’T work properly!  It continually asks me to update firmware despite Kinetic confirming it has the latest firmware.  Resistance during workouts is inconsistent, often making the pedaling impossible (yes, I know about the volume button and have disabled that. yes, I am in very good shape).  Despite finally supporting the Apple Watch, it never records my heart rate. Of several tickets and scripted responses, I’ve received one honest answer about Kinetics inability to fix certain bugs.  What a waste of good money!(If I could choose zero stars, I would.)",0.2015646258503401
16,com.kinetic.fit,Average_Bear,3,"No trouble syncing with the Wahoo SC and Tickr HR monitor.  Love the workouts.  But more than half the time, it freezes at the end of the warmup and I can’t proceed to the workout.  If I skip the warmup, it sometimes freezes at the end of the workout and I lose all my data.  When I submitted a help ticket, I was told to uninstall and reinstall the app.  That worked for exactly one workout, then it was back to unpredictable freezing again.  Come on, guys.  It shouldn’t be this frustrating.",0.07708333333333335
17,com.kinetic.fit,WashArch,5,"Canceled my subscription through the iTunes store several monthes ago but have still been getting charged. Emailed them several times through the ""contact"" option and have heard nothing. Had to dispute the charges and block future charges. No ""real"" contact information available - phone number, address, etc.. BEWARE!",0.08
18,com.kinetic.fit,Shep88,3,"Very basic app that provides minimal functionality. It’s basically as good as the pre-programmed hotel exercise bike routines with the added benefit of using your own bike and syncing your workouts to Strava. You can use a Bluetooth chest strap for heart rate but it won’t recognize Apple Watch heart rate. The display could use some needed improvements for readability of the power tracking graph. That said, it works and gives you at least some target to track.",0.18
19,com.kinetic.fit,trainerj26,5,"On the newest version you have to freeride, then go into the settings and calibrate, then choose a workout and ride. Before you just chose your workout and the warmup and calibration were automatically started at the beginning. If you wanted to skip it all you had to do was hit the skip button...",0.0
20,com.kinetic.fit,Lvm413,5,I loved using this app. It gave me all the metrics I wanted for my cycling. Then all of a sudden when I check my numbers from my iPhone the ride metrics are almost all deleted. It still shows a ride but now says 11 seconds and heart rate zero. It happened yesterday. I did the ride on my iPad which showed all the metrics. Then my phone nothing. So frustrating.,0.09999999999999998
21,com.kinetic.fit,JimmyMonkeyBrains,3,"If you want a device to measure watts on your trainer, then this is it, it works really well at that. I’ve used it on Zwift, and Strava, of course, and it’s been great. They say it works with the Apple Watch, but I don’t believe it does. Several forums mention this, including their own, and they’ve not really responded to it. I happen to own a Wahoo HR chest strap, so that’s no probs for me.  Just know that using the Apple Watch is not really an option, you’ll need to have or buy a separate HR strap.",0.2857142857142857
22,com.kinetic.fit,jb0073,3,"I actually enjoyed the app and it worked well for me, but after I stopped using it I had a hard time canceling my subscription as the instructions said to go to my iTunes subscriptions and cancel there but nothing showed up so I couldn’t unsubscribe.  Eventually I was able to get unsubscribed by emailing support but to me it was a lot harder to get them to stop taking my money than it was to initiate the process.",0.15208333333333332
23,com.kinetic.fit,PapaV60,5,"I've been with Kinetic every since I upgraded to do on bike shoes. Part of the package I purchased...more than 10 years! There's been changed in the technology, but Kinetic had kept up with their competitors and stood by their customers, especially in the support department. I look forward to the advances that Kinetic continues to make to stand apart from all the others",0.0
24,com.kinetic.fit,shbs3245,5,With the latest release there is no longer a warmup or calibration. I really need the warmup to prepare for the workouts and I would like it recorded in the history as it has for the last several years that I have been using kinetic. Can you please allow for an optional warmup? Otherwise I will need to copy all the workouts and add my own.,0.25999999999999995
25,com.kinetic.fit,SonyAlphaShooter,1,Got a new power control unit a few days ago. Per the instructions tried to update via this app. Nothing happened after half hour.  Tried a few times but still nothing.  Other issues came up so sent unit back.   Support got back to me late the next day after ups picked up trainer. Stated that iOS 13 broke the app there’s an alternative way to update FW. Too late. Anyway this app has not been updated since early 2018.  All I needed it for was FW. I use zwift. Their developers need to invest in an SDK and update this now.,-0.09593663911845729
26,com.kinetic.fit,Scar702,5,"I like be how this app and kinetic trainer allows you to ride in any weather. The app helps keep you on pace. I have never trained using power before so that is new to me but I like it, I still wear the Polar HR monitor which synchronizes with the app with zero issues. I give this app a 5 star for ease of use and a decent amount of pre loaded workouts.",0.07323232323232322
27,com.kinetic.fit,BomperKnits,1,"Do not sign up for a trial subscription with Kinetic. It was supposed to expire on Dec 20, I was automatically renewed on Dec 16. There is no cancel subscription button, so short of canceling my credit card that’s tied to my Apple account not sure how I can cancel. I’ve contacted Kinetic and will be disputing the charge with my CC as well as Apple.It’s next to impossible to import workouts from TrainingPeaks, I’m not sure how the zones are calculated and it’s really difficult to create workouts from scratch. Not to mention that syncing with TrainingPeaks is not working. I’ll be advising any of my athletes considering a smart trainer to look elsewhere.",-0.2074829931972789
28,com.kinetic.fit,Playerdan69,2,"The app is long overdue for an update and the app itself needs to be able to function with the Apple Watch. It’s kind of a given that if someone is In the Apple ecosystem, they’d probably own an Apple Watch and won’t want to drop an extra $200 for a stand-alone heart rate tracker. There’s a previous comment about them dropping the watch integration which I think would be a grave mistake. Update the app and fix the Apple integration.",0.2472222222222222
29,com.kinetic.fit,wsdman,5,Same problem as others.  Won’t pick up sometimes when you’re ready to workout.  Disconnects often.  Come on developers.  It’s not that hard.  Put some time and effort into your product before people change to something that works all the time.,-0.030555555555555558
30,com.kinetic.fit,jmsnyder0,4,"Great way to keep track of my performance indoors. Love the up-front display for cadence and heart rate, plus the calories burned help tremendously (I’m statistic mad).  Only downside is the video playing feature, which is really just a loop of the same videos. But while this can be terribly dull on longish rides, I’m still very happy with the product overall. It’s reinvigorated my indoor routine, taking it from one of tedium to liveliness.",0.19166666666666665
31,com.kinetic.fit,Phil11764,4,"The latest revision got rid of the 10 minute warmup option. That’s fine, but apparently the durations of the workouts have not been updated to account for that loss. Just get a quick 32 minute workout that was only lasted 22 minutes. If you’re going to remove the 10 minute opening sequence, at least update the durations.",0.16666666666666666
32,com.kinetic.fit,Tccoug76,5,"With the addition of a small magnet to my fluid trainer plus the app I can have power, cadence and heart rate data for TT and Road bike without having power meters on all my bikes for indoor training. Readings are pretty accurate and easily uploaded to my TrainingPeaks app.",0.16666666666666669
33,com.kinetic.fit,GarBiegun,2,I’ve been using this app with my trainer for 7 years. It’s pretty bug riddled and always has been. For just showing you speed and power it’s pretty good. But it struggles to stay connected to my HRM. It used to upload to Strava/TrainingPeaks but currently isn’t automatically doing that. Used to automatically calibrate now it doesn’t. It has always struggled with getting the audible alarms to play right. Overall it does the job but with lots of frustrating flaws.,0.15510204081632656
34,com.kinetic.fit,jpm12751,2,"Kinetic may have abandoned support of this app. Sync between iPad and other iOS devices has been broken for a week and the website for the app returns only an error message. Sync with Apple Health works ONLY if you perform a workout using an iPhone, not if you use an iPad, which I much prefer. Sync through iCloud also seems to be broken. No app updates for a year may be a clue. I’m going to try another app.",-0.12083333333333335
35,com.kinetic.fit,Dry Side 100,3,"Only once have I got the Smart Control spin down  calibration to work.  Most of the time the app gives the error: ""Speed Up Detected"" even though I have stopped pedaling when the app instructs me to.  The one time calibration worked I had the roller tension so tight that it was indenting the 100 psi trainer tire considerbly.  The other issue I have had is the app loses the connection to the Smart Control Unit.   OTOH the Zwift app works great with it.",0.10771604938271605
36,com.kinetic.fit,JT in Seattle,1,"I have an iPhone 7. I have use this app for several years. During workouts, if I get a notification of a text or email, and then go to check that message, when I come back to the Kinetic app, it has stopped without any warning at all. Very frustrating! Also, when I look at the history, it shows no mileage at all on my workouts. I don’t know what it is wrong with it. I love the trainer that this app uses, but this app is very frustrating!",-0.21666666666666665
37,com.kinetic.fit,Tri_Rae,1,"I’ve been using the app on my iPhone for a few months without issue, and then last weekend I tried to sign in and it said my password was invalid. I followed the “Forgot Password” instructions and it said a link would be emailed to me to rest my password, but I’ve never received it. I’ve requested a password reset email almost every day for a week now and haven’t received anything. The developer support link here on the App Store doesn’t work, either.",-0.1
38,com.kinetic.fit,Hemetz,4,This is a great training tool that allows you to compare metrics from workout to workout at a reasonable price when compared with other options. This is my second Kinetic trainer. The first one I owned for eighth years and I was never disappointed. When it was time for a replacement. I insisted on another Kinetic and I’m very happy with the decision. You will be too!,0.35714285714285715
39,com.kinetic.fit,Great piano!,3,"I switched from Zwift to this for awhile and I cannot keep all of the sensors reporting. They worked fine with the same kinetic road machine trainer and all Bluetooth sensors on Zwift.  Sometimes they work, other times they don’t. I am referring to the heart rate and watts. I just rode 10 Miles at 17.5 mph and burned 18 calories with an average of 8 watts. It is not that big of a deal as I  only keeping on it during the winter.",0.023611111111111114
40,com.kinetic.fit,EngageMe,1,"While the app shows that my Apple Watch is connected and I have clicked on the heart icon under the Apple Watch on the sensors page, I still do not see my hear rate statistics, even though they are enabled on the display. What I see is “_ _ _”. Wish there was imbedded help topics in the app that explained how to make common use cases work correctly.  My web searches haven’t turned up any useful information other than disgruntled users and their complaints about this key feature. I’ll be happy to update my review and my rating when this is fixed.",0.12916666666666668
41,com.kinetic.fit,gwestervelt,5,"Just started using a Kinetic smart trainer with the app, and I’m thrilled with it. It’s customizable, lots of different workouts and features that make it easy to create your own training plan or use one of theirs. The trainer is solid and a great value for the money. Highly recommend.",0.350952380952381
42,com.kinetic.fit,cadencekaren,3,"This product works for the intended monitoring of my workout. It maintained the records for the first five days since then, information in reduced to zeros when I invoke the app the following day. It would be nice to be able to compare your workouts from day to day to gauge progress.",0.3375
43,com.kinetic.fit,Far4,2,I use this to provide digital data for my peloton workouts on my Bowflex c6 bike. Works great for this purpose but Apple Watch app doesn’t work as advertised. I also use the app to do power training on my own which is nice.  Overall the app is clunky and looks outdated but gets me what I need for now.  I took stars away since it advertises Apple Watch support and doesn’t have it.  If watch worked I’d give it 3 stars.,0.26666666666666666
44,com.kinetic.fit,khgdytrd,1,I get charging for content but putting a price wall in front of app functionality such as full analysis and metric access runs me the wrong way. These features and functionality  should be part of the several hundred dollar investment made in the equipment is both tacky and terrible customer engagement planning. Especially when the price is $100 a year......Further the webpage leads me to believe that only active development is being supported for new behind the paywall features.,-0.1546969696969697
45,com.kinetic.fit,Sleep deprived new dad,3,"I can take or leave the calibration for each ride, but why remove the warmup period entirely, why not make it an option? It doesn’t make any sense to slam headlong into an intense workout, and I appreciate being able to track the total miles/watts. Obviously I could spin for a while to warm up, but I’d hate to lose that data.",0.0714285714285714
46,com.kinetic.fit,grandmaneva,4,"This is a great app. Nice to have a workout to follow that is tied to power for such a reasonable price. My only complaint is that the cadence doesn’t seem to accurately pick up the signal from the Wahoo cadence sensor. I have a wired computer on the bike with cadence so I can compare, so I am sure it isn’t accurate. So I use the bike computer to know my actual cadence.",0.26
47,com.kinetic.fit,Dkeowms,2,The heart rate comparability has never worked with my Apple watch which is extremely annoying. There's also some bugs within the app where the timer starts but the instructions are off by about 20-30 seconds as well as some spelling errors. The app has a lot of potential but could definitely be a lot better.,-0.07500000000000001
48,com.kinetic.fit,Angry fat cat,1,"If you just stick to using the inride sensor for data, the app is tolerable but very clunky and outdated. If you want to use your Apple Watch as a heart rate sensor, you are out of luck.  It will connect, but the Apple Watch app will crash and no heart rate data is available in the app. When I asked Kinetic about this, their answer was we’re going to stop supporting Apple Watch integration, buy a Bluetooth heart rate sensor or don’t use our app.",0.11249999999999999
49,com.kinetic.fit,deeps78,5,The watch does not sync with the app and heart rate data is not shared. In addition my wahoo is unable to consistently provide cadence information. So despite not delivering on his promises it is still useful app and i enjoy using it.,0.1125
50,com.kinetic.fit,Kpah,1,I got my smart trainer 3 years ago and it works great. The trainer/app are good and cheap places to start training but they underestimate power by a good deal even when properly calibrated. The simulated distance traveled is a great tool when the weather is to difficult to contend with. It deserves a 3 stars maybe even 4 stars rating but when I initially purchased the trainer the app was completely free. Now they require a subscription for data that is pretty inaccurate and not worth a penny.,0.3011904761904762
51,com.kinetic.fit,BigD_23,3,"On occasion  I find the workout timers, the interval timer, and the pictographic depiction are out of sync.  The only way to reset it is to catch it at the beginning of the workout.  Annoying if you don’t catch it right away, especially with a program that has short intervals.",-0.10285714285714287
52,com.kinetic.fit,JohnnyTokyo,3,"I recently gave Kinetics another try after getting frustrated with optics that don’t sync with pop up cues (after calibrating during warm up), problematic syncing with wahoo heart rate monitor, limited videos, etc.   Still disappointed and moving on finally, even though I am on a Kinetic spinner.",-0.15357142857142855
53,com.kinetic.fit,Tech-chica13,3,I’m grateful for the free version of this which has preloaded workouts for my bike trainer for my beginner level I like free ride and endurance. But the calibration doesn’t work and it’s not very intuitive overall.  Also it lacks the ability to sync my Fitbit heart rate.,0.17500000000000002
54,com.kinetic.fit,BorisCvija,4,"The app is good and as long as you compare its power, speed and cadence outputs only against its self it appears to be accurate.So apples to apples comparison is a key, but that is true with every device, Keiser for example allows me to do that. That would be a great addition if the development team could add it.What I am very disappointed about is the fact that I cannot export this to my Garmin Connect app for analysis. That would be a huge plus and it is something that I can do with other apps.",0.1222222222222222
55,com.kinetic.fit,TwerkingCorgi,1,"At the time of writing this app was last updated, 7 months ago. Since then there have been many apple firmware updates that make the app very unstable. The biggest thing is the Apple Watch heart rate sensor no longer works. That’s a core feature to this app. The lack of attention to the app is concerning and I would never subscribe to their paid service.",0.2333333333333333
56,com.kinetic.fit,allenlev,1,"While running the firmware update, it froze on my iPhone 8plus. Now my kinetic trainer stopped pairing and the green light doesn’t flash it’s a solid light!! For some reason I believe the trainer is stuck in the middle of the firmware update and I can’t reset it now!! My trainer is useless now... thanks kinetic fit app I’m hoping kinetic supports gets back to me soon or I’ll have to return the trainer and buy a different one",0.0925
57,com.kinetic.fit,Kinetic Fan,5,"Kinetic is awesome and use it a ton so I can work out while my kid takes naps. However, the timer need to be bigger. It can be hard to see it while in the middle of speed intervals.",0.17708333333333331
58,com.kinetic.fit,Reno 13,3,"I live in a cold region and can not ride outdoors all year long, this allows me keep my workout going during the winter.  The only draw back is that one must purchase their heart rate monitor and other attachments from them.  No other outside device is allowed to pair with their app.  I have two smart watches and neither  are allowed to pair. Correct that issue and allow others to input data and, “BAM” you have an amazing awesome product.  The app ist self is a little clunky to navigate. But a few long rides on the fitness trainer,   fumbling through the app you kind of get use to it.  It’s not as intuitive as one would hope for.  My guess is that there is more to app.  But I can’t understand their thinking.   So I do the one ride I know how to do.",0.11879058441558443
59,com.fanduel.scout,crankyspants,5,"And if I play against friends it's more fun. Not that I'm competitive. I am. But not gloat type competitive. I'm learning to pick pairs, I mean as in don't pick a good defense when you have the opponents QB, duh. So for learning and becoming a bit more skillful at picks-this is the way to go.",0.2625
60,com.fanduel.scout,kingofpharaohs11,1,"Had this app for a couple months and it’s terrible. The news is always late and at times incorrect. The app will prematurely rule a player out based on a pattern that a player doesn’t usually play on back to backs. Rather then actual news from the team on whether or not a player will play. Additionally, all the news will come to you 15-30 minutes after it’s actually happened. I don’t usually write reviews but when you rely on an app for quick and correct info and it sends the wrong info which causes you to change your lineup which then causes you to lose money, something had to be said. The worse part is when you let them know about the mistakes rather then saying we are working on making things better. They tell you it’s your job to verify the information and that you should use other apps and sources. Fine with me I will leave this 1 star cause I can’t give it zero, write this review in the hopes that others don’t download this app, and finally because you told me go use other apps when I brought the errors to your attention. So I will go ahead and delete this app and use other sources that way I don’t have the displeasure of losing my money because you can’t get it right.",-0.09054621848739496
61,com.fanduel.scout,TheRaceman,4,This is a really good app.  It’s 5 star quality but the depth charts are never accurate.  Things like players that get benched or injuries and the teams announce it 5 days before the game even starts but this app won’t show it. Ex: This week the Bills have benched QB Tyrod Taylor and are starting Nathan Peterman. Yet the app still shows Taylor as the starter.  With today’s technology there is no excuse for that. For that reason I have only given 4 stars. There is a lot of nice features to this app. It also has potential for other things to be added to it.,0.06666666666666665
62,com.fanduel.scout,dmballer,5,"Very up to date on player info, at a great app to also inform you about info on players you might have on your fantasy team on other apps. All around a good app to have during the football season!!",0.46875
63,com.fanduel.scout,Letsch11,1,"Worthless app as the players never load. Throughout the season, there were 4 of the 17 weeks that the app actually pulled the players from every game. Multiple times contacting customer service either didn’t fix anything or were temporary fixes that went right back the next week. The FanDuel app itself is fantastic and I use it every week, but they clearly don’t care about keeping up with Scout.",-0.04603174603174605
64,com.fanduel.scout,Longdrive82,4,All I can say is they will gladly report false information before the start of a game and while the game is being played report something completely opposite. DO NOT take anything they post as gospel. Research somewhere else before making decisions,-0.14000000000000004
65,com.fanduel.scout,Fiveonomo,5,This is just what I needed.  I do my research often and do what I can to stay ahead of problems that may arise.  This site is a huge help when I’m on the go and can’t take the time at the last minute to tweak my lines.,0.20000000000000004
66,com.fanduel.scout,JGTH405,1,The app itself is a counterpart to the original FanDuel app. FanDuel scout fails to notify when players are injured. Especially short notice. Even when you modify your notifications to be updated for all urgent messages not just for the players you’ve picked. If it can’t do that then what’s the point of the app because you can see everything the same way in Fanduel itself.,-0.03125
67,com.fanduel.scout,BigJimmySosa,3,I feel as if the app would be even better if it was updated with news every single day instead of news and updates about specific players every other day.,0.07589285714285715
68,com.fanduel.scout,Kenyalien,5,Fanduel is as good as it comes to Fantasy sports especially the NFL. That’s where I put my money ... I win most of the time but then lose too once in a while. Love the adrenaline rush when NFL games begin.,0.5
69,com.fanduel.scout,cray45693,5,Need that extra edge. Then Fandual scout has you covered with player information and stats that will make you the envy among you daily fantasy playing friends.,0.0
70,com.fanduel.scout,rowlips489,5,This is a great app if u want to pick a few teams early it lets u know when guys are not playing I haven’t even begun to take full advantage off this app yet so yes I suggest it to anyone who plays FanDuel and wants to make money,0.25
71,com.fanduel.scout,Ty-Boogz,4,I updated the app and now I open it once and try to open it again and it freezes. It gets stuck on the main page.  I uninstalled it twice as that seems to be the only solution.  Awesome app when it does work,0.23333333333333334
72,com.fanduel.scout,Muttdogg99,3,When trying to access different tabs or even opening up the app with WiFi connected.... the page doesn’t load properly everytime,0.0
73,com.fanduel.scout,JimBobDigger,2,"Should be doing a better job of updating a players status. 2 nights in a row I’ve had guys in my lineups that haven’t played with no indication they would miss the games until 10 min before. Kentavious Caldwell Pope missing tonight’s game for personal reasons, says he wasn’t even with the team. You don’t know that until 10 min before the game?",-0.1
74,com.fanduel.scout,YungMulaMoney,5,"Up to date news prior to game,  notifications on phone are awesome while on the go, and FDscout has hard working staff that make the best predictions to help you win.",0.3513888888888889
75,com.fanduel.scout,thcjoli,5,"I feel confident putting funds in and taking funds out and never worry about the process. Had hours and hours of enjoyment placing a few bets here and there.Thanks FanDuel,tdpowers!",0.125
76,com.fanduel.scout,Whine O,2,"I really love the notifications and the up to date info on players. Problem is when attempting to search players, after touching the search bar, the key board will not appear. I contacted FD who basically told me they had no clue. The key board works for them. Huh? I’m using an iPhone 6S. Up to date software. I can only think I’m not alone. But I guess FD doesn’t care.",0.2
77,com.fanduel.scout,dennisdow 98,5,This is a great app for information on players  .....should be able to pick and choose a line up more efficiently,0.6
78,com.fanduel.scout,bobbytallguy,3,"I can’t access my app because it says there’s an update but there isn’t. My phone is updated, my Fan Duel is update, Scout is updated but I can’t get into my information. I uninstalled and reinstalled the app, same treatment.",0.0
79,com.fanduel.scout,Ren1421,1,"My notifications are on in my profile & my phone setting for the app. I never get updates of player’s availability, scoring or anything else. I have missed so many opportunities to switch players that are N/A due to no updates. Happen again tonight.",0.1875
80,com.fanduel.scout,Dmdwild,4,"Great player updates, but articles are rarely updated to match website....need to constantly log back in to get latest articles",0.32
81,com.fanduel.scout,kilafornia28,5,I Love the way it alerts you on all player notifications. Makes my game plan mor sophisticated.,0.19999999999999998
82,com.fanduel.scout,Bobcat!!!!,5,I really love this app. U got to watch what’s going on thur out the day especially close to game time.,0.033333333333333326
83,com.fanduel.scout,CuriousGeorge17,1,"This app used to work, now it doesn’t work at all. Nothing loads. I uninstalled and reinstalled, restarted, asked it to work nicely - nothing does the trick. It’s completely broken. Has been happening for the past couple weeks every time I open it. Certifiably broken.",-0.09000000000000001
84,com.fanduel.scout,damndanielny,5,Notificatios always on time. I haven't found any other app that gives you the details about any player status. 👍,-0.125
85,com.fanduel.scout,rif_island,5,accurate but not always.,0.4000000000000001
86,com.fanduel.scout,EZ ride,3,If we knew by a certain day of the week updated lineups were posted.  Also many times there’s no statistics or just no working.  This could be a great F-football tool.  NOT YET !,0.5714285714285715
87,com.fanduel.scout,Mattimclellan11,2,"This app is pretty helpful when it actually has the players I’m looking for like Hunter Renfrow and the correct matchup is pretty key. If Randall Cobb is still on the Cowboys on Scout, that doesn’t help much when he is actually playing for Houston.",0.11666666666666665
88,com.fanduel.scout,GreEEn frOg 55425,1,"I do not care in the least about the NBA. Yet I’m bombarded with who is playing, who’s not playing and assorted other notifications. I DO care about baseball and hopefully soon, football. Why can’t I pick and choose my notifications? If the option is there, I can’t find it.",-0.2125
89,com.fanduel.scout,sanka brown,5,Very important information that helps me with daily fantasy.,0.26
90,com.fanduel.scout,Draie1992,5,Love this app just wish I could get my friend request money.,0.5
91,com.fanduel.scout,TrueBGood,3,The app is good if the information wasn’t received late & Not as Spontaneous as other apps out there in regards to immediate information as in GTD On players & Other information needed when playing fan Duel,0.15
92,com.fanduel.scout,Didistheman,5,Makes it easy to get needed information to play,0.43333333333333335
93,com.fanduel.scout,Kdck 19,5,Y’all let me know about the players better than ESPN,0.5
94,com.fanduel.scout,Ipcbo,5,"I find this app to be so helpful in building my lineups. The breaking news, especially injury news helps me tremendously build my NBA lineups",0.16666666666666666
95,com.fanduel.scout,weezyfbaby6933,5,No quite fast on the updates but good enough,0.3
96,com.fanduel.scout,rschech13,1,"The app is currently unusable for me. When I launch the app it tells me to download the latest version from the app store, which I have. I tried deleting and re-downloading, which did not fix the issue.",0.25
97,com.fanduel.scout,Mr.nflcowboy,5,I’ve been pleased with this app for many years.  Today when I opened it the message says “update available” please got to App Store.  I did several times no results.  Uninstalled and installed (3) times.  Still not working.  Please fix ASAP.,0.35
98,com.fanduel.scout,Gunner Rod,5,It has saved me almost every day with scheduling updates.,0.0
99,com.fanduel.scout,ITS LIT 🔥🔥🔥🔥🔥🔥🔥,5,I used the app once and not it won’t open... it just sits on blue screen,0.0
100,com.fanduel.scout,Aaron Rasmus,5,Enjoy the notifications.  I need to read more content on Fandual Scout.,0.45
101,com.fanduel.scout,FootballHead98,5,Can’t beat this inside information. No more scrolling through timelines.,-0.25
102,com.fanduel.scout,tampabayballer,3,I like this app but feel it’s to slow on updating. The fact that I have to watch my own drafted players to see updated stats and projections I don’t like.,0.14999999999999997
103,com.fanduel.scout,Me not you said I,5,Im not an expert by any means so the info I get from this App makes a huge difference. And the price is right - Free! You can’t go wrong with a great App thats free. 😊 A+,0.3142857142857143
104,com.fanduel.scout,vhart66,5,Can always make great picks based on current and good little biased reporting and if I decide to spend even a quarter with my so restricted income,0.328125
105,com.fanduel.scout,plertytres,3,It’s a great app but I don’t know if it’s because of my phone or with the app but some days it opens and other days it won’t load.,0.3375
106,com.fanduel.scout,Tweet765,4,Why is this app not working? For some reason the last two weeks this app doesn’t work,0.0
107,com.fanduel.scout,jimmydagreek23,5,Let you know who's playing who's not playing give you a heads up when people are not in the lineup plus some good projections to compare to what you're picking on your lineups,0.7
